STA,datetime,Alnus,Betula,Quercus,Poaceae,alnus,betula,carpinus,corylus,cupressus,fagus,fraxinus,pinaceae,platanus,poaceae,populus,quercus,taxus,ulmus,PM10,mean_wind_dir,mean_wind_vel,max_wind_vel,sum_prec,mean_temp,max_temp,mean_RH,min_RH,max_RH,year
Vilnius,2022-06-29,0.00,0.00,0.00,3.92,0.56,13.34,0.73,3.14,36.36,2.50,3.60,2.48,1.00,45.67,1.60,6.02,8.10,0.23,24,139.38,2.20,5.30,4.40,22.57,29.70,81.00,50.00,98.00,2022.00
Vilnius,2022-06-30,0.00,0.00,0.00,31.92,0.97,13.34,0.18,4.57,214.50,1.17,3.20,2.64,1.18,83.17,2.10,4.69,9.67,0.54,NaN,103.67,1.83,2.90,0.00,23.97,28.80,72.71,53.00,98.00,2022.00
Vilnius,2022-07-01,0.00,0.00,0.00,21.28,2.78,21.68,0.36,4.00,82.44,1.50,4.80,1.90,1.50,107.50,3.40,6.73,13.27,0.31,NaN,130.42,2.31,3.20,0.00,24.71,29.50,60.42,39.00,85.00,2022.00
Vilnius,2022-07-02,0.00,0.00,0.00,7.28,1.81,20.48,0.36,6.57,86.71,4.83,5.00,2.85,1.64,108.83,3.30,8.68,13.00,0.31,22,204.08,2.76,5.30,0.40,22.71,29.40,70.21,41.00,95.00,2022.00
Vilnius,2022-07-03,0.00,0.00,0.00,19.04,0.28,5.95,0.00,1.14,23.85,0.33,1.00,0.74,0.64,14.33,0.45,1.06,2.30,0.08,13,289.71,1.75,2.90,0.10,18.49,21.60,87.25,73.00,97.00,2022.00
Vilnius,2022-07-04,0.00,0.00,0.00,28.56,1.53,12.15,0.00,5.14,70.08,0.67,4.60,1.16,1.41,62.67,2.60,6.46,8.33,0.15,22,263.17,1.56,2.60,0.10,21.07,26.60,76.79,49.00,98.00,2022.00
Vilnius,2022-07-05,0.00,0.00,0.00,17.92,1.94,24.53,0.18,6.86,54.47,1.67,2.40,1.27,1.23,94.00,3.45,9.92,12.33,0.23,23,267.67,2.02,3.80,0.00,19.80,23.50,64.50,42.00,92.00,2022.00
Vilnius,2022-07-06,0.00,0.00,0.00,5.04,0.28,3.10,0.00,0.00,51.53,0.83,1.20,0.42,0.55,19.67,0.20,1.68,2.07,0.00,13,276.54,2.08,3.40,35.50,14.63,17.30,89.62,72.00,98.00,2022.00
Vilnius,2022-07-07,0.00,0.00,0.00,1.12,0.97,13.34,0.36,2.86,14.28,1.50,2.80,1.90,0.73,27.00,1.25,10.09,5.07,0.15,17,222.75,2.17,4.20,0.00,15.23,19.90,74.12,52.00,96.00,2022.00
Vilnius,2022-07-08,0.00,0.00,0.00,7.28,1.94,20.72,0.00,1.71,38.87,1.50,41.20,1.64,11.24,34.83,1.70,6.38,21.10,0.46,23,186.79,2.25,4.60,9.20,16.00,20.90,79.79,52.00,98.00,2022.00
Vilnius,2022-07-09,0.00,0.00,0.00,6.72,0.83,7.86,0.36,2.29,21.05,1.33,2.20,1.53,0.59,34.33,0.70,6.73,3.57,0.00,12,252.92,2.26,4.40,0.30,15.97,20.60,80.62,51.00,98.00,2022.00
Vilnius,2022-07-10,0.00,0.00,0.00,6.72,0.97,10.72,0.00,2.00,20.17,1.50,1.00,0.95,0.73,29.33,0.90,4.43,4.23,0.15,12,236.00,1.70,3.40,0.90,15.85,20.60,70.96,44.00,97.00,2022.00
Vilnius,2022-07-11,0.00,0.00,0.00,6.16,1.11,19.06,0.18,8.29,29.15,1.50,2.20,1.27,1.09,55.17,1.65,9.74,7.87,0.39,20,305.29,2.45,3.90,0.00,16.68,20.70,72.58,52.00,96.00,2022.00
Vilnius,2022-07-12,0.00,0.00,0.00,6.72,0.00,1.91,0.00,0.57,38.87,0.50,1.00,2.01,0.18,19.67,0.05,0.35,0.80,0.00,8,267.54,3.77,7.30,30.80,15.56,18.30,93.62,85.00,97.00,2022.00
Vilnius,2022-07-13,0.00,0.00,0.00,2.24,0.28,6.91,0.18,2.86,26.79,1.17,2.00,2.16,0.41,32.50,1.35,5.49,3.40,0.15,14,274.17,2.66,3.70,0.00,16.49,21.20,77.50,53.00,95.00,2022.00
Vilnius,2022-07-14,0.00,0.00,0.00,8.40,2.08,18.82,0.00,5.72,29.59,3.83,3.60,2.59,1.77,62.17,3.45,13.81,9.67,0.62,26,260.62,3.74,6.50,0.00,17.46,21.80,69.00,44.00,95.00,2022.00
Vilnius,2022-07-15,0.00,0.00,0.00,2.24,0.42,7.38,0.00,2.57,14.28,1.00,2.00,2.32,1.18,30.50,1.90,5.76,5.07,0.15,17,239.29,3.13,5.00,7.40,14.04,18.60,79.58,52.00,94.00,2022.00
Vilnius,2022-07-16,0.00,0.00,0.00,2.80,0.83,7.15,0.00,0.57,10.89,1.00,2.00,0.95,0.68,24.17,0.70,2.57,3.27,0.15,12,229.12,2.66,5.20,2.10,14.45,19.80,76.96,43.00,97.00,2022.00
Vilnius,2022-07-17,0.00,0.00,0.00,0.56,0.42,4.53,0.00,1.43,13.99,1.50,2.60,1.06,0.36,17.67,0.50,1.95,2.37,0.15,10,291.00,2.46,4.50,1.00,14.56,19.10,79.21,52.00,97.00,2022.00
Vilnius,2022-07-18,0.00,0.00,0.00,4.48,0.56,8.10,0.00,2.86,12.22,0.33,3.20,0.84,0.82,16.00,0.85,4.07,3.80,0.00,15,235.67,2.51,3.90,0.10,14.35,18.50,84.17,66.00,98.00,2022.00
Vilnius,2022-07-19,0.00,0.00,0.00,11.76,0.83,14.77,0.18,2.86,22.53,0.83,4.80,0.48,1.86,35.00,1.35,5.49,8.63,0.00,19,262.33,2.22,3.70,0.00,18.62,22.70,74.83,57.00,96.00,2022.00
Vilnius,2022-07-20,0.00,0.00,0.00,7.84,1.39,20.72,0.73,3.71,25.03,2.50,14.80,1.11,2.05,45.83,2.10,10.54,9.00,0.23,26,317.75,3.00,4.70,0.00,17.95,21.80,65.54,39.00,95.00,2022.00
Vilnius,2022-07-21,0.00,0.00,0.00,4.48,2.50,35.73,0.36,6.29,21.20,1.17,28.60,0.84,7.28,45.67,3.05,7.88,14.67,1.00,25,311.92,2.18,3.80,0.00,20.37,26.90,66.83,42.00,91.00,2022.00
Vilnius,2022-07-22,0.00,0.00,0.00,2.80,1.94,42.40,0.00,8.29,17.67,2.00,9.80,1.11,2.64,33.33,2.70,11.16,15.13,0.23,40,160.17,1.33,2.60,0.00,22.88,29.60,64.38,39.00,96.00,2022.00
Vilnius,2022-07-23,0.00,0.00,0.00,1.12,1.53,20.96,0.00,5.43,20.61,1.00,6.40,0.63,2.14,38.17,1.65,7.70,12.00,0.46,27,241.33,1.98,3.40,0.10,22.05,27.10,73.46,55.00,92.00,2022.00
Vilnius,2022-07-24,0.00,0.00,0.00,9.52,0.97,5.00,0.36,0.29,25.47,0.67,4.00,1.00,0.73,17.00,0.55,2.39,3.97,0.08,15,272.92,2.63,4.50,9.80,17.79,21.10,84.67,59.00,98.00,2022.00
Vilnius,2022-07-25,0.00,0.00,0.00,6.16,0.56,14.29,0.18,3.71,12.81,0.33,3.60,0.63,1.09,21.50,0.50,3.90,6.00,0.15,15,264.67,2.08,3.20,0.00,17.98,22.90,73.88,51.00,94.00,2022.00
Vilnius,2022-07-26,0.00,0.00,0.00,6.72,0.28,13.10,0.18,2.57,12.66,0.50,6.20,0.69,2.09,22.00,1.25,4.43,7.03,0.00,24,189.08,2.50,4.10,0.00,20.06,25.90,69.58,47.00,96.00,2022.00
Vilnius,2022-07-27,0.00,0.00,0.00,4.48,0.69,10.00,0.00,2.29,15.46,0.50,6.80,5.75,1.64,16.83,1.00,3.45,5.27,0.08,16,293.58,1.94,3.80,4.10,16.82,21.20,77.17,46.00,97.00,2022.00
Vilnius,2022-07-28,0.00,0.00,0.00,1.68,0.97,13.82,0.00,3.43,15.02,1.00,7.60,1.58,2.46,19.00,1.05,4.16,7.73,0.15,19,220.79,2.12,4.50,1.70,15.21,20.10,80.25,54.00,98.00,2022.00
Vilnius,2022-07-29,0.00,0.00,0.00,0.00,0.69,12.62,0.36,3.14,619.81,0.67,9.00,1.27,1.64,106.50,0.65,6.11,6.20,0.23,14,237.29,1.47,2.50,0.00,15.76,20.80,71.62,40.00,98.00,2022.00
Vilnius,2022-07-30,0.00,0.00,0.00,1.68,0.69,15.96,0.36,2.00,10.16,0.50,7.60,0.63,1.36,13.50,0.55,3.54,6.40,0.08,13,93.33,1.56,2.80,0.00,17.47,23.30,58.54,34.00,97.00,2022.00
Vilnius,2022-07-31,0.00,0.00,0.00,0.56,0.69,7.15,0.00,1.14,19.58,1.00,10.00,0.53,1.59,15.83,0.80,2.21,4.07,0.08,12,68.46,2.71,4.70,11.20,16.20,17.60,81.88,62.00,97.00,2022.00
Vilnius,2022-08-01,0.00,0.00,0.00,0.56,0.14,2.86,0.00,0.57,27.53,0.17,1.20,0.00,0.45,6.00,0.30,1.42,2.63,0.08,13,204.71,2.45,4.30,1.50,17.26,18.30,92.08,82.00,97.00,2022.00
Vilnius,2022-08-02,0.00,0.00,0.00,2.24,0.69,11.20,0.18,2.00,15.90,0.33,5.80,0.63,3.14,21.50,1.25,3.10,9.27,0.15,23,300.29,1.90,3.40,0.00,18.51,23.60,72.42,51.00,96.00,2022.00
Vilnius,2022-08-03,0.00,0.00,0.00,3.36,0.69,30.49,0.18,5.14,8.39,1.33,13.60,0.74,2.87,17.67,2.95,5.31,10.80,0.15,30,251.38,1.18,2.90,0.00,18.23,25.20,58.92,25.00,95.00,2022.00
Vilnius,2022-08-04,0.00,0.00,0.00,0.00,0.83,24.53,0.00,3.14,15.16,2.00,8.80,0.58,4.41,18.00,2.35,6.02,13.17,0.00,33,176.62,0.85,2.10,0.00,19.64,27.50,57.08,25.00,97.00,2022.00
Vilnius,2022-08-05,0.00,0.00,0.00,0.00,1.94,24.30,0.18,3.71,22.38,2.00,8.20,0.58,6.87,22.33,1.35,7.44,19.47,0.08,32,157.79,1.57,3.00,0.00,23.43,29.70,65.08,42.00,95.00,2022.00
Vilnius,2022-08-06,0.00,0.00,0.00,0.56,0.69,23.10,0.18,3.14,41.37,0.50,12.00,1.37,4.73,24.17,1.15,5.76,16.03,0.31,24,235.50,2.39,5.60,29.30,18.58,28.50,84.71,54.00,98.00,2022.00
Vilnius,2022-08-07,0.00,0.00,0.00,1.68,0.28,14.29,0.00,1.71,20.02,0.67,9.40,1.06,4.18,11.67,0.50,3.72,10.50,0.23,13,282.46,1.50,3.10,0.00,16.12,21.40,71.21,44.00,96.00,2022.00
Vilnius,2022-08-08,0.00,0.00,0.00,0.00,1.25,19.29,0.18,2.29,12.07,1.50,13.20,0.32,4.32,20.33,1.00,4.78,14.07,0.00,20,289.00,1.58,3.00,0.00,16.43,21.00,69.83,48.00,91.00,2022.00
Vilnius,2022-08-09,0.00,0.00,0.00,1.68,0.42,15.01,0.00,2.57,26.94,1.00,9.40,0.37,2.14,14.50,1.10,3.19,15.27,0.08,24,323.92,1.73,2.90,0.00,17.08,21.60,75.54,53.00,94.00,2022.00
Vilnius,2022-08-10,0.00,0.00,0.00,0.00,0.42,12.86,0.18,0.86,17.67,1.00,9.60,1.37,2.68,9.83,0.60,2.66,8.53,0.00,22,222.21,1.63,3.40,0.00,17.67,22.40,73.62,49.00,95.00,2022.00
Vilnius,2022-08-11,0.00,0.00,0.00,1.68,0.56,16.20,0.18,2.57,16.78,1.67,9.60,0.79,3.68,12.00,0.80,3.36,13.00,0.46,23,105.83,1.49,2.50,0.00,18.96,25.30,67.17,40.00,98.00,2022.00
Vilnius,2022-08-12,0.00,0.00,0.00,1.12,0.69,22.87,0.00,2.29,20.76,1.00,14.20,0.58,4.78,17.67,1.10,6.11,12.97,0.23,27,80.33,1.50,3.00,0.00,20.70,26.90,65.62,42.00,95.00,2022.00
Vilnius,2022-08-13,0.00,0.00,0.00,1.12,1.39,26.44,0.00,2.86,21.94,1.67,14.40,1.42,6.37,17.67,1.15,5.93,11.67,0.23,22,67.71,2.10,4.00,0.00,21.62,26.90,60.83,38.00,90.00,2022.00
Vilnius,2022-08-14,0.00,0.00,0.00,2.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23,49.42,2.05,3.60,0.00,22.35,27.30,70.00,51.00,79.00,2022.00
Vilnius,2022-08-15,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,91.83,2.47,4.10,0.00,24.30,29.50,63.83,40.00,85.00,2022.00
Vilnius,2022-08-16,0.00,0.00,0.00,0.00,5.70,72.92,1.82,15.43,326.99,9.51,141.20,5.86,52.17,42.84,6.21,18.15,103.27,2.24,37,79.79,2.30,3.60,0.00,24.61,28.60,62.92,48.00,78.00,2022.00
Vilnius,2022-08-17,0.00,0.00,0.00,0.00,3.24,68.15,1.27,17.15,21.20,3.17,59.47,2.11,9.74,36.02,6.55,13.73,25.78,3.01,38,77.96,1.77,3.10,0.00,24.15,29.30,58.12,37.00,80.00,2022.00
Vilnius,2022-08-18,0.00,0.00,0.00,1.68,3.47,69.79,0.55,12.29,18.85,1.67,52.60,0.95,12.87,33.83,5.40,12.13,23.51,3.24,39,110.21,1.95,4.00,0.00,24.77,30.90,60.42,36.00,89.00,2022.00
Vilnius,2022-08-19,0.00,0.00,0.56,6.72,2.93,59.49,0.18,16.58,20.09,3.19,25.60,1.21,9.74,47.05,4.46,18.32,25.80,1.62,41,111.92,2.43,4.50,0.00,24.39,29.80,55.50,33.00,81.00,2022.00
Vilnius,2022-08-20,0.00,0.00,0.00,1.12,1.67,26.44,0.00,4.57,11.34,1.33,3.00,0.63,2.14,26.17,2.00,7.44,12.57,0.15,22,107.92,2.28,4.00,0.00,20.20,24.10,73.92,56.00,88.00,2022.00
Vilnius,2022-08-21,0.00,0.00,0.00,1.68,0.56,26.69,0.36,4.00,9.73,0.50,4.20,0.74,3.68,27.20,1.85,8.16,10.75,0.15,45,96.08,1.53,2.70,0.00,19.87,24.80,78.75,59.00,97.00,2022.00
Vilnius,2022-08-22,0.00,0.00,0.00,2.24,1.25,42.44,0.19,5.43,18.42,2.17,7.00,0.69,4.69,30.88,3.56,10.36,15.91,0.46,54,98.54,1.80,3.10,0.00,22.43,27.60,65.29,40.00,89.00,2022.00
Vilnius,2022-08-23,0.00,0.00,0.00,3.92,6.50,150.29,0.33,17.84,49.25,3.36,36.53,2.20,41.51,63.72,8.92,28.75,84.03,1.19,67,105.33,2.05,3.60,0.00,23.88,30.10,57.62,37.00,89.00,2022.00
Vilnius,2022-08-24,0.00,0.00,0.00,5.60,6.88,142.35,0.41,30.82,93.48,4.12,54.59,2.64,50.32,72.45,13.42,35.77,123.08,2.03,76,137.92,2.21,4.40,0.00,24.71,30.90,52.46,32.00,70.00,2022.00
Vilnius,2022-08-25,0.00,0.00,0.00,5.60,2.73,60.93,0.81,6.78,17.52,2.35,9.25,2.16,11.26,24.38,3.15,12.97,16.82,0.41,61,144.17,2.06,3.10,21.40,23.53,32.00,60.67,31.00,98.00,2022.00
Vilnius,2022-08-26,0.00,0.00,0.00,1.12,0.97,25.72,0.00,4.86,18.23,0.33,5.20,1.11,2.37,10.33,1.20,4.43,3.97,0.46,27,74.33,1.36,2.40,0.50,20.06,24.90,83.38,56.00,97.00,2022.00
Vilnius,2022-08-27,0.00,0.00,0.00,8.40,4.24,94.36,0.36,9.32,18.31,1.37,22.86,1.39,12.29,29.74,1.88,20.13,24.28,1.08,29,111.00,1.47,2.50,0.00,23.10,30.60,58.62,31.00,98.00,2022.00
Vilnius,2022-08-28,0.00,0.00,0.00,0.00,4.03,93.69,2.55,14.30,10.31,1.00,55.02,1.91,13.15,15.83,3.00,12.40,15.34,1.54,NaN,202.25,1.15,2.20,0.00,21.36,29.40,60.29,28.00,90.00,2022.00
Vilnius,2022-08-29,0.00,0.00,0.00,5.04,2.13,90.99,0.00,9.17,16.35,0.97,24.55,0.84,7.49,23.62,2.80,12.62,19.24,0.46,NaN,227.71,1.80,3.40,0.50,20.48,27.80,74.67,44.00,96.00,2022.00
Vilnius,2022-08-30,0.00,0.00,0.00,0.56,0.97,17.86,0.00,2.00,5.74,0.83,2.40,0.84,2.50,10.83,0.90,5.58,5.53,0.08,14,270.12,3.43,5.50,0.60,17.23,20.30,82.83,66.00,96.00,2022.00
Vilnius,2022-08-31,0.00,0.00,0.00,0.00,1.53,27.63,0.00,1.43,2.65,1.00,6.40,0.69,1.86,14.17,0.60,6.20,4.73,0.00,NaN,310.75,2.42,4.10,0.70,13.52,17.70,72.42,47.00,87.00,2022.00
Vilnius,2022-09-01,0.00,0.00,0.00,0.56,0.69,22.87,0.00,2.57,2.06,0.83,3.80,0.42,1.23,10.33,0.75,6.55,4.37,0.08,NaN,294.54,2.16,4.50,0.00,10.78,15.00,73.58,47.00,92.00,2022.00
Vilnius,2022-09-02,0.00,0.00,0.00,0.00,1.53,43.83,0.00,4.88,2.80,0.67,1.20,0.16,1.32,8.01,1.15,7.46,6.87,0.15,20,248.04,1.52,3.50,0.00,11.12,16.80,69.96,42.00,97.00,2022.00
Vilnius,2022-09-03,0.00,0.00,0.00,0.00,4.45,23.10,0.00,5.03,918.48,2.11,0.80,1.24,1.90,226.27,1.03,4.51,14.20,0.15,12,229.79,1.33,2.30,0.00,11.94,16.90,68.88,46.00,97.00,2022.00
Vilnius,2022-09-04,0.00,0.00,0.00,0.56,0.56,16.67,0.00,1.43,2.65,0.33,0.60,0.26,0.91,6.67,0.35,4.34,3.03,0.00,12,214.17,1.62,3.00,0.00,11.47,17.30,64.25,39.00,93.00,2022.00
Vilnius,2022-09-05,0.00,0.00,0.00,0.00,0.69,33.49,0.00,4.29,1.03,0.50,2.00,0.37,1.09,8.00,0.65,6.58,5.35,0.18,16,282.21,1.73,3.30,0.00,9.75,13.30,70.92,46.00,98.00,2022.00
Vilnius,2022-09-06,0.00,0.00,0.00,1.12,1.39,55.56,0.18,3.43,1.32,1.01,2.41,0.65,1.88,7.89,0.75,9.88,8.08,0.00,27,280.21,1.32,2.50,0.00,9.86,15.30,70.54,43.00,96.00,2022.00
Vilnius,2022-09-07,0.00,0.00,0.00,0.00,2.12,55.81,0.18,3.24,2.51,1.34,1.32,0.48,2.01,11.38,1.47,9.20,9.63,0.08,33,235.71,2.02,4.10,0.00,10.67,17.90,76.17,44.00,97.00,2022.00
Vilnius,2022-09-08,0.00,0.00,0.00,0.56,0.56,28.85,0.00,2.00,166.18,1.02,1.80,0.65,1.71,28.49,0.95,7.17,6.97,0.08,14,73.67,2.36,4.10,0.00,11.36,16.50,67.67,44.00,95.00,2022.00
Vilnius,2022-09-09,0.00,0.00,0.00,0.56,4.22,119.91,0.00,19.59,5.40,1.66,4.08,1.35,6.56,35.14,3.21,29.80,25.37,0.24,29,111.79,2.76,5.10,0.00,10.16,15.80,61.54,41.00,79.00,2022.00
Vilnius,2022-09-10,0.00,0.00,0.00,0.56,4.29,107.20,0.41,10.25,6.80,2.03,3.82,0.62,6.46,28.64,3.74,23.40,23.68,0.46,22,100.50,2.80,5.60,0.00,11.53,16.40,60.46,45.00,78.00,2022.00
Vilnius,2022-09-11,0.00,0.00,0.00,0.00,0.14,11.67,0.00,2.00,11.49,0.00,0.80,0.21,0.32,5.00,0.25,2.39,2.30,0.00,9,41.62,2.42,3.70,12.70,9.39,11.00,92.92,59.00,97.00,2022.00
Vilnius,2022-09-12,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.57,14.57,0.17,0.20,0.26,0.41,2.33,0.05,0.44,0.37,0.00,9,166.25,1.54,2.40,5.60,10.50,12.60,93.62,81.00,98.00,2022.00
Vilnius,2022-09-13,0.00,0.00,0.00,1.12,0.14,8.34,0.00,0.00,2.50,0.00,0.20,0.00,0.18,3.83,0.30,2.21,1.53,0.00,16,130.33,1.47,2.30,0.20,10.72,13.30,89.46,73.00,98.00,2022.00
Vilnius,2022-09-14,0.00,0.00,0.00,0.00,0.28,12.39,0.00,0.57,8.69,1.00,0.60,0.37,0.41,6.17,0.30,3.10,2.33,0.08,24,208.83,2.10,3.50,1.80,12.73,16.50,85.58,69.00,97.00,2022.00
Vilnius,2022-09-15,0.00,0.00,0.00,0.56,0.69,18.34,0.00,2.29,4.27,0.33,0.60,0.26,1.05,7.33,0.55,4.25,3.03,0.00,23,194.58,2.55,4.60,2.00,12.82,17.60,82.75,51.00,96.00,2022.00
Vilnius,2022-09-16,0.00,0.00,0.00,0.56,2.08,29.54,0.00,4.29,3.68,1.17,1.60,0.79,2.41,16.17,1.70,11.95,9.10,0.15,17,215.96,3.70,5.50,0.00,11.17,14.10,72.12,50.00,96.00,2022.00
Vilnius,2022-09-17,0.00,0.00,0.00,0.56,1.11,13.82,0.00,0.86,2.94,0.33,0.40,0.58,1.59,8.17,0.45,3.72,3.43,0.00,14,214.92,3.63,4.90,1.00,11.04,14.30,77.38,62.00,97.00,2022.00
Vilnius,2022-09-18,0.00,0.00,0.00,0.00,4.30,5.35,0.00,7.17,1520.57,6.45,0.63,2.15,3.11,385.84,0.79,5.95,26.61,0.00,13,252.79,1.65,3.20,0.00,9.21,13.00,92.54,78.00,98.00,2022.00
Vilnius,2022-09-19,0.00,0.00,0.00,0.00,0.14,8.81,0.00,0.57,1.91,0.33,1.40,0.32,0.41,5.17,0.65,3.45,2.50,0.00,16,267.75,3.03,4.50,2.00,11.00,14.40,86.33,62.00,95.00,2022.00
Vilnius,2022-09-20,0.00,0.00,0.00,0.00,0.28,11.91,0.00,2.29,1.32,0.33,0.40,0.05,0.18,4.00,0.20,1.77,1.70,0.00,28,258.96,1.43,2.40,0.90,11.09,14.30,87.88,65.00,98.00,2022.00
Vilnius,2022-09-21,0.00,0.00,0.00,0.00,0.00,2.14,0.00,0.57,4.12,0.17,0.40,0.05,0.14,3.00,0.05,1.24,0.90,0.00,18,297.50,1.67,2.80,2.30,9.57,13.00,91.75,72.00,98.00,2022.00
Vilnius,2022-09-22,0.00,0.00,0.00,0.00,0.28,5.72,0.00,0.57,167.90,0.17,0.40,0.26,0.23,21.51,0.10,2.21,1.70,0.08,15,298.96,1.84,2.30,1.00,9.10,14.10,90.71,68.00,98.00,2022.00
Vilnius,2022-09-23,0.00,0.00,0.00,0.00,0.14,7.38,0.00,0.86,64.48,0.17,0.00,0.05,0.18,5.33,0.05,1.42,0.97,0.00,26,308.04,1.79,2.70,0.00,8.27,12.70,86.96,63.00,98.00,2022.00
Vilnius,2022-09-24,0.00,0.00,0.00,0.00,0.14,7.86,0.00,1.14,0.44,0.17,0.40,0.11,0.45,2.33,0.10,1.33,2.30,0.00,33,309.92,1.62,2.90,0.00,7.90,14.00,80.58,51.00,98.00,2022.00
Vilnius,2022-09-25,0.00,0.00,0.00,0.00,0.14,8.34,0.00,0.29,0.59,0.50,1.60,0.26,0.41,4.00,0.25,1.42,2.27,0.00,40,221.54,1.33,3.10,0.00,8.94,14.60,82.42,55.00,98.00,2022.00
Vilnius,2022-09-26,0.00,0.00,0.00,0.00,0.97,16.28,0.00,1.71,1.03,0.00,2.00,0.37,0.77,5.34,0.45,3.45,2.92,0.00,32,132.92,1.78,3.00,0.00,11.07,16.80,76.04,46.00,97.00,2022.00
Vilnius,2022-09-27,0.00,0.00,0.00,0.00,2.10,17.41,0.00,6.20,1097.28,5.17,4.72,2.15,1.88,204.81,0.35,7.05,11.24,0.14,35,93.50,1.99,3.80,0.00,10.61,15.80,84.29,58.00,98.00,2022.00
Vilnius,2022-09-28,0.00,0.00,0.00,0.00,0.42,13.34,0.00,1.43,11.19,0.33,1.60,0.37,0.50,6.33,0.20,2.76,2.80,0.15,26,103.92,2.50,4.30,7.50,9.03,10.80,88.58,73.00,98.00,2022.00
Vilnius,2022-09-29,0.00,0.00,0.00,0.00,0.00,5.72,0.00,0.57,7.36,0.00,1.00,0.00,0.36,4.83,0.15,1.33,1.77,0.00,20,171.58,2.41,4.60,3.50,8.41,11.80,90.29,69.00,98.00,2022.00
Vilnius,2022-09-30,0.00,0.00,0.00,0.00,3.14,14.77,0.00,8.37,629.33,0.88,1.78,1.78,2.65,151.16,0.71,5.61,13.26,0.00,36,158.46,1.49,2.40,0.00,6.71,12.50,92.08,67.00,98.00,2022.00
Vilnius,2022-10-01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.77,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,0.00,27,207.17,1.00,1.60,8.10,7.68,12.30,92.25,67.00,98.00,2022.00
Vilnius,2022-10-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,195.33,0.93,1.60,0.30,7.78,10.60,90.62,76.00,98.00,2022.00
Vilnius,2022-10-03,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.29,13.54,0.17,0.20,0.53,0.14,5.17,0.05,0.18,0.23,0.00,13,321.08,3.92,7.30,19.60,6.48,7.40,92.00,87.00,97.00,2022.00
Vilnius,2022-10-04,0.00,0.00,0.00,0.00,0.00,5.72,0.00,0.86,8.10,0.33,0.60,0.84,0.64,4.00,0.15,3.10,1.03,0.00,12,302.33,4.26,6.20,11.40,8.99,13.40,82.71,53.00,96.00,2022.00
Vilnius,2022-10-05,0.00,0.00,0.00,0.00,0.00,10.48,0.00,0.29,1.77,0.00,0.60,0.32,0.64,2.17,0.15,3.01,0.87,0.08,22,216.75,2.57,4.30,0.00,10.56,14.20,88.21,75.00,96.00,2022.00
Vilnius,2022-10-06,NaN,NaN,NaN,NaN,0.83,17.39,0.00,2.00,4.71,1.00,1.40,0.84,2.23,7.83,0.60,6.38,2.63,0.08,30,234.08,3.63,6.80,0.00,11.24,17.10,83.04,54.00,98.00,2022.00
Vilnius,2022-10-07,NaN,NaN,NaN,NaN,0.97,14.77,0.00,0.57,6.18,0.50,1.40,0.11,0.77,3.83,0.80,4.43,2.03,0.00,28,212.50,2.88,5.20,0.00,10.15,15.60,77.83,51.00,94.00,2022.00
Vilnius,2022-10-08,NaN,NaN,NaN,NaN,0.00,7.38,0.00,0.86,1.03,0.00,1.00,0.05,0.45,2.50,0.30,1.95,1.07,0.08,27,183.38,2.92,5.40,0.80,11.53,15.20,86.00,74.00,95.00,2022.00
Vilnius,2022-10-09,NaN,NaN,NaN,NaN,0.14,7.86,0.18,0.86,0.88,0.17,0.40,0.26,0.23,3.67,0.25,0.97,1.30,0.00,18,270.12,2.72,5.20,0.00,9.91,13.80,80.96,54.00,97.00,2022.00
Vilnius,2022-10-10,NaN,NaN,NaN,NaN,10.49,7.46,0.00,10.79,4495.21,8.37,1.00,6.01,5.46,1144.88,1.11,4.98,43.22,0.00,26,157.46,2.10,3.20,0.00,5.97,12.90,87.00,61.00,98.00,2022.00
Vilnius,2022-10-11,NaN,NaN,NaN,NaN,0.00,14.53,0.00,0.57,1.47,0.33,1.00,0.26,0.64,3.67,0.50,3.98,2.50,0.08,29,202.04,2.79,3.90,0.00,7.28,11.40,82.67,74.00,94.00,2022.00
Vilnius,2022-10-12,NaN,NaN,NaN,NaN,0.97,4.76,0.00,3.18,827.16,1.94,1.80,2.03,0.83,130.49,0.05,2.76,8.01,0.08,26,220.54,1.62,2.80,0.50,6.58,11.50,90.38,71.00,98.00,2022.00
Vilnius,2022-10-13,NaN,NaN,NaN,NaN,0.14,3.81,0.00,0.57,1.62,0.17,0.20,0.16,0.45,2.50,0.35,0.80,1.43,0.00,39,148.50,1.61,2.50,0.80,5.20,9.30,96.42,93.00,98.00,2022.00
Vilnius,2022-10-14,NaN,NaN,NaN,NaN,0.14,5.72,0.00,0.57,0.15,0.17,0.80,0.00,0.45,1.00,0.30,1.59,1.27,0.00,33,150.42,2.79,4.90,0.00,7.72,13.70,81.54,57.00,98.00,2022.00
